seccion_censal;provincia;censo;total_votantes;participacion;abstencion;votos_validos;ganador_siglas;ganador_pct;PP__votos;PP__pct;PSOE-A__votos;PSOE-A__pct;VOX__votos;VOX__pct;PorA__votos;PorA__pct;ADELANTE ANDALUCÍA__votos;ADELANTE ANDALUCÍA__pct;MUNDO+JUSTO__votos;MUNDO+JUSTO__pct;PACMA__votos;PACMA__pct;NA__votos;NA__pct;PCPA__votos;PCPA__pct;ESCAÑOS EN BLANCO__votos;ESCAÑOS EN BLANCO__pct;FE de las JONS__votos;FE de las JONS__pct;PARTIDO AUTÓNOMOS__votos;PARTIDO AUTÓNOMOS__pct;PCTE__votos;PCTE__pct;ANDALUCISTAS-PA__votos;ANDALUCISTAS-PA__pct;SALF__votos;SALF__pct;IZAR__votos;IZAR__pct;PODER ANDALUZ__votos;PODER ANDALUZ__pct;IPAL__votos;IPAL__pct;29__votos;29__pct;CONECTA__votos;CONECTA__pct;SOCIEDAD UNIDA__votos;SOCIEDAD UNIDA__pct;100x100__votos;100x100__pct;ANDALUSÍ__votos;ANDALUSÍ__pct;JUFUDI__votos;JUFUDI__pct;JM+__votos;JM+__pct;HE>__votos;HE>__pct;ALM__votos;ALM__pct
0401303011;Almería;998;561;56.2;437;558;PP;50.2;280;50.2;40;7.2;114;20.4;2;0.4;0;0.0;69;12.4;48;8.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401304001;Almería;733;414;56.5;319;412;PP;39.6;163;39.6;97;23.5;46;11.2;34;8.2;0;0.0;8;1.9;12;2.9;0;0.0;0;0.0;17;4.1;10;2.4;0;0.0;0;0.0;0;0.0;10;2.4;0;0.0;0;0.0;13;3.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401304002;Almería;1086;756;69.6;330;754;PP;55.3;417;55.3;73;9.7;160;21.2;0;0.0;0;0.0;11;1.5;12;1.6;0;0.0;34;4.5;10;1.3;20;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401304003;Almería;1159;732;63.2;427;731;PP;49.0;358;49.0;93;12.7;67;9.2;56;7.7;0;0.0;22;3.0;24;3.3;16;2.2;0;0.0;6;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;66;9.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;19;2.6
0401304004;Almería;656;376;57.3;280;374;PP;44.1;165;44.1;60;16.0;65;17.4;0;0.0;31;8.3;0;0.0;0;0.0;16;4.3;0;0.0;5;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;26;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401304005;Almería;518;306;59.1;212;305;PP;37.0;113;37.0;79;25.9;53;17.4;4;1.3;0;0.0;15;4.9;16;5.2;0;0.0;0;0.0;6;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;5.2
0401304006;Almería;654;409;62.5;245;406;PP;54.9;223;54.9;71;17.5;30;7.4;0;0.0;0;0.0;15;3.7;0;0.0;20;4.9;0;0.0;24;5.9;0;0.0;0;0.0;0;0.0;0;0.0;21;5.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401304007;Almería;646;445;68.9;201;445;PP;48.5;216;48.5;56;12.6;28;6.3;32;7.2;0;0.0;2;0.4;0;0.0;5;1.1;19;4.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;69;15.5;0;0.0;0;0.0;12;2.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305002;Almería;1474;829;56.2;645;822;PP;38.4;316;38.4;181;22.0;165;20.1;16;2.0;0;0.0;15;1.8;40;4.9;1;0.1;30;3.6;0;0.0;16;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;33;4.0
0401305003;Almería;1297;581;44.8;716;581;PP;27.5;160;27.5;142;24.4;118;20.3;40;6.9;0;0.0;0;0.0;16;2.8;0;0.0;0;0.0;24;4.1;13;2.2;0;0.0;0;0.0;19;3.3;0;0.0;0;0.0;0;0.0;46;7.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305004;Almería;1048;434;41.4;614;434;PP;32.5;141;32.5;109;25.1;78;18.0;53;12.2;0;0.0;12;2.8;4;0.9;0;0.0;4;0.9;3;0.7;19;4.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;2.3
0401305005;Almería;1023;595;58.2;428;592;PP;38.0;225;38.0;125;21.1;85;14.4;37;6.2;0;0.0;0;0.0;0;0.0;0;0.0;28;4.7;47;7.9;5;0.8;0;0.0;0;0.0;0;0.0;11;1.9;0;0.0;0;0.0;24;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305006;Almería;888;521;58.7;367;519;PP;43.6;226;43.6;94;18.1;140;27.0;7;1.4;0;0.0;4;0.8;15;2.9;27;5.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305007;Almería;828;460;55.6;368;458;PP;40.0;183;40.0;99;21.6;74;16.2;54;11.8;0;0.0;11;2.4;18;3.9;3;0.7;3;0.7;0;0.0;3;0.7;0;0.0;0;0.0;3;0.7;0;0.0;0;0.0;0;0.0;4;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305008;Almería;777;439;56.5;338;438;PP;41.8;183;41.8;67;15.3;35;8.0;57;13.0;0;0.0;5;1.1;31;7.1;22;5.0;0;0.0;6;1.4;0;0.0;0;0.0;0;0.0;0;0.0;15;3.4;0;0.0;0;0.0;10;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305009;Almería;699;409;58.5;290;405;PP;44.7;181;44.7;65;16.0;57;14.1;14;3.5;0;0.0;0;0.0;24;5.9;13;3.2;2;0.5;23;5.7;21;5.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305010;Almería;685;416;60.7;269;415;PP;59.0;245;59.0;42;10.1;49;11.8;11;2.6;0;0.0;19;4.6;0;0.0;3;0.7;32;7.7;11;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0401305011;Almería;1165;678;58.2;487;675;PP;39.6;267;39.6;111;16.4;169;25.0;0;0.0;0;0.0;4;0.6;23;3.4;7;1.0;44;6.5;0;0.0;24;3.6;5;0.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;2.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
