seccion_censal;provincia;participacion;ganador_siglas;ganador_pct;PP__pct;PSOE-A__pct;VOX__pct;PorA__pct;ADELANTE ANDALUCÍA__pct;extra1_siglas;extra1_pct;extra2_siglas;extra2_pct;extra3_siglas;extra3_pct;extra4_siglas;extra4_pct;extra5_siglas;extra5_pct
401306024;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306025;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306026;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306027;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306028;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306029;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306030;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306031;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306032;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306033;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306034;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306035;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306036;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306037;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306038;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306039;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306040;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306041;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306042;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401306043;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307007;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307008;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307010;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307011;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307012;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307013;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307014;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307015;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307016;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307017;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307018;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307019;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307020;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307021;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307022;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307023;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307024;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307025;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307026;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307027;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307028;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307029;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307030;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307031;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307032;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307033;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307034;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307035;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307036;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307037;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307038;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307039;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307040;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307041;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307042;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307043;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307044;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307045;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307047;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307048;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307049;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307050;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307051;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401307052;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308007;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308008;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308009;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401308010;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401602001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402001001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402201001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402401002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402401003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402901007;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402902001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402902002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402902004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403001001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403101002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403102001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403201001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403201002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403201003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403201004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403202001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403501002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403501003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403502001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403503001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403504001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403504002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403701002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403801002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404503001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404701002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404901002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404902001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404902002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405001001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201007;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201008;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201009;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201010;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405201011;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405302001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405302002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405302003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405303002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405303003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405303004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405304001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405304002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405305002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405702001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406001001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406201001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406201002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406201003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406201004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406401002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406401003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601008;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601009;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406601010;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406602001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406603001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406603002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406901002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406901003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406901004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406901005;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407001001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407101001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407201001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407301001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407401001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407402001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407501001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407501002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407501003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407502001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407502002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407601001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407701001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407801001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407901001;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407901002;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407901003;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407901004;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407901006;Almería;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
